15.11461743	0.54902051
15.0476355	0.5811876714
14.98711442	0.6146493738
14.93378233	0.6494806737
14.8906002	0.6856711631
14.85187798	0.7232224763
14.81470994	0.7621792372
14.78485296	0.8024685745
14.75497013	0.8441183172
14.72785845	0.8871120651
14.70322554	0.9313063814
14.67861906	0.976751254
14.65522649	1.023279203
14.63135266	1.070791182
14.60885331	1.119261905
14.58541157	1.16832864
14.55887373	1.218034875
14.53354123	1.268095645
14.50520396	1.318285181
14.47533657	1.368546805
14.44354473	1.418365459
14.40900779	1.467812489
14.3724052	1.516494658
14.3321951	1.564237793
14.2905719	1.610923931
14.24635744	1.656140021
14.19998634	1.699998815
14.15028874	1.742066227
14.0983474	1.782449343
14.04469316	1.820907169
13.98769007	1.857402398
13.92952386	1.891919359
13.86983047	1.924301001
13.8077653	1.954722899
13.7445605	1.98294318
13.6798436	2.009234524
13.61397532	2.03341479
13.54688107	2.055702172
13.47848979	2.076020609
13.40998981	2.09452713
13.34085647	2.111221806
13.2711732	2.126220451
13.20112869	2.139571957
13.13096982	2.151364353
13.06077234	2.161669181
12.98996411	2.17056177
12.9193692	2.178122532
12.8493517	2.184417631
12.77957938	2.189524797
12.70994288	2.193507417
12.64013897	2.196437346
12.57122967	2.198376753
12.50293382	2.199386179
