+3.000000E+14 	 +3.294558E-01 	 +3.333768E-01 	 +1.445508E+01
+3.060829E+14 	 +3.406330E-01 	 +3.449582E-01 	 +1.433671E+01
+3.122891E+14 	 +3.522749E-01 	 +3.570405E-01 	 +1.422515E+01
+3.186212E+14 	 +3.644123E-01 	 +3.696588E-01 	 +1.412009E+01
+3.250817E+14 	 +3.770113E-01 	 +3.827767E-01 	 +1.402223E+01
+3.316732E+14 	 +3.901595E-01 	 +3.964929E-01 	 +1.392974E+01
+3.383983E+14 	 +4.038305E-01 	 +4.107791E-01 	 +1.384365E+01
+3.452598E+14 	 +4.180819E-01 	 +4.257018E-01 	 +1.376265E+01
+3.522604E+14 	 +4.329040E-01 	 +4.412518E-01 	 +1.368733E+01
+3.594029E+14 	 +4.483358E-01 	 +4.574753E-01 	 +1.361691E+01
+3.666903E+14 	 +4.644004E-01 	 +4.744008E-01 	 +1.355146E+01
+3.741254E+14 	 +4.811197E-01 	 +4.920564E-01 	 +1.349047E+01
+3.817113E+14 	 +4.984897E-01 	 +5.104402E-01 	 +1.343424E+01
+3.894510E+14 	 +5.165731E-01 	 +5.296282E-01 	 +1.338187E+01
+3.973477E+14 	 +5.353326E-01 	 +5.495805E-01 	 +1.333405E+01
+4.054044E+14 	 +5.548769E-01 	 +5.704290E-01 	 +1.328943E+01
+4.136246E+14 	 +5.750925E-01 	 +5.920446E-01 	 +1.324924E+01
+4.220114E+14 	 +5.961071E-01 	 +6.145837E-01 	 +1.321214E+01
+4.305682E+14 	 +6.178774E-01 	 +6.380014E-01 	 +1.317842E+01
+4.392985E+14 	 +6.404070E-01 	 +6.623075E-01 	 +1.314809E+01
+4.482059E+14 	 +6.637942E-01 	 +6.876286E-01 	 +1.312023E+01
+4.572939E+14 	 +6.878879E-01 	 +7.137900E-01 	 +1.309573E+01
+4.665661E+14 	 +7.128080E-01 	 +7.409460E-01 	 +1.307366E+01
+4.760264E+14 	 +7.385785E-01 	 +7.691374E-01 	 +1.305370E+01
+4.856785E+14 	 +7.650401E-01 	 +7.981778E-01 	 +1.303646E+01
+4.955262E+14 	 +7.922967E-01 	 +8.282068E-01 	 +1.302123E+01
+5.055737E+14 	 +8.203554E-01 	 +8.592465E-01 	 +1.300779E+01
+5.158249E+14 	 +8.492324E-01 	 +8.913337E-01 	 +1.299579E+01
+5.262839E+14 	 +8.786933E-01 	 +9.241824E-01 	 +1.298592E+01
+5.369550E+14 	 +9.089369E-01 	 +9.580638E-01 	 +1.297711E+01
+5.478425E+14 	 +9.398692E-01 	 +9.928740E-01 	 +1.296948E+01
+5.589508E+14 	 +9.715019E-01 	 +1.028649E+00 	 +1.296265E+01
+5.702843E+14 	 +1.003549E+00 	 +1.065027E+00 	 +1.295722E+01
+5.818475E+14 	 +1.036266E+00 	 +1.102367E+00 	 +1.295217E+01
+5.936453E+14 	 +1.069459E+00 	 +1.140432E+00 	 +1.294773E+01
+6.056822E+14 	 +1.103238E+00 	 +1.179396E+00 	 +1.294337E+01
+6.179632E+14 	 +1.137393E+00 	 +1.218993E+00 	 +1.293929E+01
+6.304933E+14 	 +1.171730E+00 	 +1.258974E+00 	 +1.293562E+01
+6.432774E+14 	 +1.206446E+00 	 +1.299641E+00 	 +1.293167E+01
+6.563207E+14 	 +1.241372E+00 	 +1.340779E+00 	 +1.292751E+01
+6.696285E+14 	 +1.276417E+00 	 +1.382281E+00 	 +1.292308E+01
+6.832061E+14 	 +1.311654E+00 	 +1.424284E+00 	 +1.291800E+01
+6.970590E+14 	 +1.346930E+00 	 +1.466589E+00 	 +1.291233E+01
+7.111928E+14 	 +1.381955E+00 	 +1.508782E+00 	 +1.290632E+01
+7.256132E+14 	 +1.417977E+00 	 +1.552456E+00 	 +1.290335E+01
+7.403260E+14 	 +1.452804E+00 	 +1.594960E+00 	 +1.289557E+01
+7.553371E+14 	 +1.486262E+00 	 +1.636049E+00 	 +1.288310E+01
+7.706526E+14 	 +1.521504E+00 	 +1.679569E+00 	 +1.287713E+01
+7.862786E+14 	 +1.554187E+00 	 +1.720191E+00 	 +1.286300E+01
+8.022214E+14 	 +1.588761E+00 	 +1.763443E+00 	 +1.285514E+01
+8.184875E+14 	 +1.620417E+00 	 +1.803332E+00 	 +1.283853E+01
+8.350835E+14 	 +1.652656E+00 	 +1.844175E+00 	 +1.282470E+01
+8.520159E+14 	 +1.684128E+00 	 +1.884236E+00 	 +1.280990E+01
+8.692917E+14 	 +1.714936E+00 	 +1.923697E+00 	 +1.279396E+01
+8.869177E+14 	 +1.745047E+00 	 +1.962518E+00 	 +1.277688E+01
+9.049012E+14 	 +1.774422E+00 	 +2.000636E+00 	 +1.275866E+01
+9.232493E+14 	 +1.803035E+00 	 +2.038013E+00 	 +1.273930E+01
+9.419694E+14 	 +1.830840E+00 	 +2.074566E+00 	 +1.271886E+01
+9.610691E+14 	 +1.857750E+00 	 +2.110128E+00 	 +1.269741E+01
+9.805560E+14 	 +1.883779E+00 	 +2.144727E+00 	 +1.267494E+01
+1.000438E+15 	 +1.908948E+00 	 +2.178396E+00 	 +1.265144E+01
+1.020723E+15 	 +1.933250E+00 	 +2.211113E+00 	 +1.262697E+01
+1.041420E+15 	 +1.956676E+00 	 +2.242853E+00 	 +1.260154E+01
+1.062536E+15 	 +1.979220E+00 	 +2.273591E+00 	 +1.257520E+01
+1.084080E+15 	 +2.000878E+00 	 +2.303308E+00 	 +1.254800E+01
+1.106062E+15 	 +2.021658E+00 	 +2.332004E+00 	 +1.251997E+01
+1.128488E+15 	 +2.041557E+00 	 +2.359658E+00 	 +1.249117E+01
+1.151370E+15 	 +2.060512E+00 	 +2.386108E+00 	 +1.246167E+01
+1.174716E+15 	 +2.078536E+00 	 +2.411357E+00 	 +1.243153E+01
+1.198535E+15 	 +2.095682E+00 	 +2.435489E+00 	 +1.240074E+01
+1.222837E+15 	 +2.111991E+00 	 +2.458568E+00 	 +1.236935E+01
+1.247631E+15 	 +2.127469E+00 	 +2.480589E+00 	 +1.233739E+01
+1.272929E+15 	 +2.142129E+00 	 +2.501552E+00 	 +1.230491E+01
+1.298739E+15 	 +2.157160E+00 	 +2.523068E+00 	 +1.227450E+01
+1.325073E+15 	 +2.169076E+00 	 +2.540365E+00 	 +1.223854E+01
+1.351940E+15 	 +2.181408E+00 	 +2.558258E+00 	 +1.220472E+01
+1.379353E+15 	 +2.193003E+00 	 +2.575163E+00 	 +1.217052E+01
+1.407321E+15 	 +2.204910E+00 	 +2.592517E+00 	 +1.213816E+01
+1.435856E+15 	 +2.214068E+00 	 +2.606087E+00 	 +1.210114E+01
+1.464970E+15 	 +2.223581E+00 	 +2.620147E+00 	 +1.206601E+01
+1.494674E+15 	 +2.232440E+00 	 +2.633298E+00 	 +1.203064E+01
+1.524981E+15 	 +2.240666E+00 	 +2.645564E+00 	 +1.199505E+01
+1.555902E+15 	 +2.248285E+00 	 +2.656975E+00 	 +1.195927E+01
+1.587450E+15 	 +2.255316E+00 	 +2.667548E+00 	 +1.192333E+01
+1.619638E+15 	 +2.261772E+00 	 +2.677289E+00 	 +1.188726E+01
+1.652478E+15 	 +2.267666E+00 	 +2.686205E+00 	 +1.185108E+01
+1.685984E+15 	 +2.273022E+00 	 +2.694329E+00 	 +1.181481E+01
+1.720170E+15 	 +2.277866E+00 	 +2.701697E+00 	 +1.177848E+01
+1.755048E+15 	 +2.282219E+00 	 +2.708336E+00 	 +1.174209E+01
+1.790634E+15 	 +2.286101E+00 	 +2.714277E+00 	 +1.170568E+01
+1.826942E+15 	 +2.290748E+00 	 +2.721264E+00 	 +1.167171E+01
+1.863986E+15 	 +2.293667E+00 	 +2.725772E+00 	 +1.163514E+01
+1.901780E+15 	 +2.295094E+00 	 +2.728123E+00 	 +1.159642E+01
+1.940342E+15 	 +2.297265E+00 	 +2.731487E+00 	 +1.156006E+01
+1.979685E+15 	 +2.299050E+00 	 +2.734261E+00 	 +1.152375E+01
+2.019825E+15 	 +2.300463E+00 	 +2.736462E+00 	 +1.148749E+01
+2.060780E+15 	 +2.301521E+00 	 +2.738114E+00 	 +1.145132E+01
+2.102565E+15 	 +2.302238E+00 	 +2.739236E+00 	 +1.141524E+01
+2.145197E+15 	 +2.302623E+00 	 +2.739840E+00 	 +1.137925E+01
+2.188694E+15 	 +2.303669E+00 	 +2.741345E+00 	 +1.134532E+01
