+3.000000E+14 	 +3.289216E-01 	 +3.330743E-01 	 +1.388436E+01
+3.051214E+14 	 +3.452285E-01 	 +3.500012E-01 	 +1.375931E+01
+3.103302E+14 	 +3.624756E-01 	 +3.679438E-01 	 +1.364948E+01
+3.156280E+14 	 +3.807251E-01 	 +3.869757E-01 	 +1.355309E+01
+3.210161E+14 	 +4.000361E-01 	 +4.071686E-01 	 +1.346878E+01
+3.264963E+14 	 +4.203875E-01 	 +4.285038E-01 	 +1.339714E+01
+3.320700E+14 	 +4.418624E-01 	 +4.510824E-01 	 +1.333620E+01
+3.377389E+14 	 +4.643880E-01 	 +4.748266E-01 	 +1.328730E+01
+3.435045E+14 	 +4.881878E-01 	 +5.000023E-01 	 +1.324619E+01
+3.493686E+14 	 +5.131383E-01 	 +5.264760E-01 	 +1.321471E+01
+3.553328E+14 	 +5.392368E-01 	 +5.542526E-01 	 +1.319260E+01
+3.613988E+14 	 +5.666293E-01 	 +5.835154E-01 	 +1.317736E+01
+3.675683E+14 	 +5.952786E-01 	 +6.142328E-01 	 +1.316924E+01
+3.738432E+14 	 +6.251972E-01 	 +6.464331E-01 	 +1.316762E+01
+3.802252E+14 	 +6.564184E-01 	 +6.801725E-01 	 +1.317180E+01
+3.867161E+14 	 +6.888707E-01 	 +7.153817E-01 	 +1.318162E+01
+3.933179E+14 	 +7.226135E-01 	 +7.521508E-01 	 +1.319625E+01
+4.000323E+14 	 +7.576734E-01 	 +7.905346E-01 	 +1.321485E+01
+4.068614E+14 	 +7.939156E-01 	 +8.303888E-01 	 +1.323765E+01
+4.138071E+14 	 +8.314571E-01 	 +8.718850E-01 	 +1.326347E+01
+4.208713E+14 	 +8.699680E-01 	 +9.146293E-01 	 +1.329324E+01
+4.280561E+14 	 +9.097620E-01 	 +9.590500E-01 	 +1.332488E+01
+4.353636E+14 	 +9.506985E-01 	 +1.005004E+00 	 +1.335826E+01
+4.427958E+14 	 +9.924083E-01 	 +1.052036E+00 	 +1.339421E+01
+4.503549E+14 	 +1.035168E+00 	 +1.100545E+00 	 +1.343098E+01
